source_site,family,action,destination,h1,title,meta_description,text_length,url
vitar.cz,corporate_group,move_to_group_web,vitar-group.cz/o-nas/spoluprace,Pro partnery,"Pro partnery | VITAR, s.r.o.","Chcete spolupracovat s VITARem, tradičním českým výrobcem vitaminových doplňků? Kontaktujte členy našich týmů pro lékárny, obchodní řetězce a drogerie, export, smluvní výrobu nebo pro prodej vitaminů do firem.",4307,https://www.vitar.cz/o-nas/spoluprace
vitar.cz,corporate_group,move_to_group_web,vitar-group.cz/o-nas/kde-koupite,Kde koupíte,"Kde koupíte | VITAR, s.r.o.",Kde všude koupíte doplňky stravy od VITARu - tradičního českého výrobce vitamínových doplňků?,3418,https://www.vitar.cz/o-nas/kde-koupite
vitar.cz,corporate_group,move_to_group_web,vitar-group.cz/o-nas/pro-media,Pro média,"Pro média | VITAR, s.r.o.",Jste zástupci médií a hledáte informace o doplňcích stravy? Obraťte se na nás. VITAR je tradiční český výrobce vitaminových doplňků s vlastním výrobním závodem a historií od roku 1990.,2853,https://www.vitar.cz/o-nas/pro-media
vitar.cz,corporate_group,move_to_group_web,vitar-group.cz/o-nas/pomahame,Pomáháme,"Pomáháme | VITAR, s.r.o.",Naše motto „Pomáháme lidem vést zdravější život“ se snažíme rozšiřovat i na kvalitu života jako takového. Je pro nás samozřejmé podělit se o svůj úspěch a finanční zisk s potřebnými.,5489,https://www.vitar.cz/o-nas/pomahame
vitar.cz,corporate_group,move_to_group_web,vitar-group.cz/o-nas/o-spolecnosti/kdo-jsme,Kdo jsme,"Kdo jsme | VITAR, s.r.o.","Jsme tradiční česká rodinná firma založená roku 1990, největší výrobce a dodavatel doplňků stravy do obchodních řetězců v České republice a na Slovensku.",2518,https://www.vitar.cz/o-nas/o-spolecnosti/kdo-jsme
vitar.cz,corporate_group,move_to_group_web,vitar-group.cz/o-nas/o-spolecnosti/historie,,"Historie | VITAR, s.r.o.",Seznamte se s historií VITARu - tradičního českého výrobce vitaminových doplňků. Na trhu působíme už od roku 1990 a jsme jedničkou v oblasti doplňků stravy v obchodních řetězcích a drogeriích.,2489,https://www.vitar.cz/o-nas/o-spolecnosti/historie
vitar.cz,corporate_group,move_to_group_web,vitar-group.cz/o-nas/o-spolecnosti/management,Management,"Management | VITAR, s.r.o.","Seznamte se s managementem naší rodinné firmy, tradičního českého výrobce vitaminových doplňků s historií od roku 1990.",3706,https://www.vitar.cz/o-nas/o-spolecnosti/management
vitar.cz,corporate_group,move_to_group_web,vitar-group.cz/o-nas/o-spolecnosti/dcerine-spolecnosti,Skupina společností VITAR,"Skupina společností VITAR | VITAR, s.r.o.","Seznamte se s dceřinými společnostmi VITARu, tradičního českého výrobce vitaminových doplňků. Mezi naše dceřinky patří VITAR Slovakia, VITAR Sport, VITAR Veterinae.",3782,https://www.vitar.cz/o-nas/o-spolecnosti/dcerine-spolecnosti
vitar.cz,career,move_to_group_web,vitar-group.cz/kariera,Příběhy zaměstnanců,"Příběhy zaměstnanců | VITAR, s.r.o.",Prohlédněte si videomedailonky našich zaměstnanců. Třeba se pak rozhodnete přidat k nám a pomáhat lidem vést zdravější život.,4476,https://www.vitar.cz/kariera/zamestnanci
vitar.cz,corporate_group,move_to_group_web,vitar-group.cz/o-nas/o-spolecnosti/eticky-kodex,Etický kodex,"Etický kodex | VITAR, s.r.o.","Našim zákazníkům i zaměstnancům garantujeme etické chování. Při všech činnostech se řídíme etickým kodexem, který je pro VITAR závazný. Podívejte se na naše zásady.",5773,https://www.vitar.cz/o-nas/o-spolecnosti/eticky-kodex
vitar.cz,corporate_group,move_to_group_web,vitar-group.cz/o-nas/spoluprace/lekarny,,"Lékárny | VITAR, s.r.o.","Máme odborný tým zaměřený na lékárenské velkoobchody, lékárny a prodejny se zdravou výživou, kam dodáváme naše doplňky stravy. Kontaktujte nás!",2680,https://www.vitar.cz/o-nas/spoluprace/lekarny
vitar.cz,corporate_group,move_to_group_web,vitar-group.cz/o-nas/spoluprace/retail,,"Retail | VITAR, s.r.o.","Máte-li zájem o doplňky stravy od tradičního českého výrobce vitaminových doplňků, kontaktujte nás! Naši specialisté jsou vám k dispozici.",3363,https://www.vitar.cz/o-nas/spoluprace/retail
vitar.cz,corporate_group,move_to_group_web,vitar-group.cz/o-nas/spoluprace/export,,"Export | VITAR, s.r.o.","Doplňky stravy od VITARu jsou dostupné v téměř 40 zemích světa. Pokud máte i vy zájem s námi spolupracovat, náš exportní tým je vám k dispozici!",3617,https://www.vitar.cz/o-nas/spoluprace/export
vitar.cz,corporate_group,move_to_group_web,vitar-group.cz/o-nas/spoluprace/smluvni-vyroba-a-privatni-znacky,,"Smluvní výroba a privátní značky | VITAR, s.r.o.","VITAR je tradiční český výrobce vitaminových doplňků, který nabízí spolupráci i v oblasti smluvní výroby a výroby doplňků stravy pod privátní značkou. Kontaktujte nás!",2669,https://www.vitar.cz/o-nas/spoluprace/smluvni-vyroba-a-privatni-znacky
vitar.cz,corporate_group,move_to_group_web,vitar-group.cz/o-nas/spoluprace/prodej-do-firem,,"Prodej do firem | VITAR, s.r.o.",Chcete benefit pro zaměstnance v podobě vitaminových balíčků? Nabízíme plnění zdravotně-preventivních programů kvalitními vitaminy a dalšími doplňky stravy. Kontaktujte nás!,2634,https://www.vitar.cz/o-nas/spoluprace/prodej-do-firem
vitar.cz,corporate_group,move_to_group_web,vitar-group.cz/o-nas/o-spolecnosti/certifikaty,,"Certifikáty | VITAR, s.r.o.",VITAR je jako tradiční výrobce vitaminových doplňků držitelem mnoha certifikátů souvisejících s výrobou potravin/doplňků stravy. Jsme také signatáři Charty kvality ČR.,4744,https://www.vitar.cz/o-nas/o-spolecnosti/certifikaty
vitar.cz,article_or_knowledge,audit_for_knowledge_base,vitar-group.cz/expertise,Spolupráce s odborníky a institucemi,"Odborníci a instituce | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",8568,https://www.vitar.cz/pro-zdravi/vitar-ambasadori
vitar.cz,marketing_club,rewrite_for_vitar_club,vitar.cz/vitar-klub,"Všeobecné informace o věrnostním programu ""VITAR klub""","Všeobecné podmínky | VITAR, s.r.o.","Všeobecné podmínky VITAR klubu, věrnostního programu společnosti VITAR - tradičního českého výrobce vitaminových doplňků.",6704,https://www.vitar.cz/vitar-klub/vseobecne-podminky
vitar.cz,marketing_club,rewrite_for_vitar_club,vitar.cz/vitar-klub,Soutěž - Vitar Kids,"Soutěž - Vitar Kids | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",8716,https://www.vitar.cz/soutez-kids
vitar.cz,marketing_club,rewrite_for_vitar_club,vitar.cz/vitar-klub,Soutěž na Facebooku,"Soutěž na Facebooku | VITAR, s.r.o.","Naše soutěže jsou fér a stejné chování předpokládáme i u jejích účastníků. Základní obecná pravidla, kterými se soutěže VITARu na Facebooku řídí, jsme pro vás sepsali.",3554,https://www.vitar.cz/soutez-facebook
vitar.cz,career,move_to_group_web,vitar-group.cz/kariera,Specialista/specialistka laboratoře,"Specialista/ka laboratoře | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",4300,https://www.vitar.cz/kariera/volna-mista/pracovnik-ce-laboratore
vitar.cz,corporate_group,move_to_group_web,vitar-group.cz/o-nas/o-spolecnosti/pribeh-vitaru,Za úspěchem stojí silná vize a odhodlání k jejímu naplnění,"Příběh VITARu | VITAR, s.r.o.","Za úspěchem VITARu stojí silná vize a odhodlání k jejímu naplnění. Seznamte se s unikátním příběhem rodinné firmy, tradičního českého výrobce vitaminů, minerálních látek a doplňků stravy.",8145,https://www.vitar.cz/o-nas/o-spolecnosti/pribeh-vitaru
vitar.cz,article_or_knowledge,audit_for_knowledge_base,vitar-group.cz/expertise,VITAR Semináře,"VITAR seminář | VITAR, s.r.o.","VITAR semináře pro vás pořádáme, abychom vám pomohli na vaší cestě ke zdravějšímu životu. Přednášejí odborníci a fakta dává do souvislostí. Jdeme až k samotné podstatě a evoluci.",9399,https://www.vitar.cz/pro-zdravi/vitar-seminar
vitar.cz,career,move_to_group_web,vitar-group.cz/kariera,Představení oddělení,"Představení oddělení | VITAR, s.r.o.",Seznamte se s prací jednotlivých odděleních VITARu - tradičního českého výrobce vitaminových doplňků. Přidejte se k nám a pomáhejte lidem vést zdravější život.,2952,https://www.vitar.cz/kariera/oddeleni
vitar.cz,career,move_to_group_web,vitar-group.cz/kariera,Výroba,"Výroba | VITAR, s.r.o.",VITAR má svůj vlastní výrobní závod na výrobu doplňků stravy v Tišnově u Brna. Jak to u nás ve výrobě chodí? Podívejte se a přidejte se k nám!,4343,https://www.vitar.cz/kariera/oddeleni/vyroba
vitar.cz,career,move_to_group_web,vitar-group.cz/kariera,Nákup a logistika,"Nákup a logistika | VITAR, s.r.o.","Nákupy, zákaznický servis, sklady, expedice. To všechno spadá pod oddělení nákupu a logistiky. Jak to v něm chodí? Mrkněte a přidejte se k nám!",3835,https://www.vitar.cz/kariera/oddeleni/nakup-a-logistika
vitar.cz,career,move_to_group_web,vitar-group.cz/kariera,Vývoj a kvalita,"Vývoj a kvalita | VITAR, s.r.o.","Od požadavku na nový produkt až po jeho první výrobu. Tak by se dalo velmi stručně popsat poslání oddělení vývoje a legislativy, kterým VITAR jako tradiční výrobce vitaminových doplňků disponuje.",5102,https://www.vitar.cz/kariera/oddeleni/vyvoj-a-kvalita
vitar.cz,career,move_to_group_web,vitar-group.cz/kariera,Finanční oddělení,"Finanční | VITAR, s.r.o.",Veškerou ekonomickou agendu ve VITARu spravují účetní a finanční ředitelka. Zabývají se kompletní ekonomikou VITARu i dceřiných společností. Jak to u nich chodí?,3900,https://www.vitar.cz/kariera/oddeleni/ekonomika
vitar.cz,career,move_to_group_web,vitar-group.cz/kariera,Personalistika,"Personalistika | VITAR, s.r.o.","Každý, kdo pracuje ve VITARu, nebo by pro něj pracovat chtěl, přijde do kontaktu s personálním oddělením. Jak to na něm vypadá a kdo stojí v jeho čele? Seznamte se!",4509,https://www.vitar.cz/kariera/oddeleni/personalistika
vitar.cz,career,move_to_group_web,vitar-group.cz/kariera,Marketing,"Marketing | VITAR, s.r.o.","Podpora péče o značky, zvyšování jejich známosti a budování poptávky je jedním z hlavních úkolů marketingu VITARu, tradičního českého výrobce vitaminových doplňků. Mrkněte, jak to u nás vypadá!",4669,https://www.vitar.cz/kariera/oddeleni/marketing
vitar.cz,career,move_to_group_web,vitar-group.cz/kariera,Export a smluvní výroba,"Export a smluvní výroba | VITAR, s.r.o.","Doplňky stravy vyrobené ve VITARu jsou dostupné kromě Česka a Slovenska v dalších 40 zemích světa. Seznamte se s naším exportním oddělením, pod které spadá také smluvní a privátní výroba.",4817,https://www.vitar.cz/kariera/oddeleni/export
vitar.cz,career,move_to_group_web,vitar-group.cz/kariera,Obchod - retail,"Obchod - retail | VITAR, s.r.o.","Retailový obchodní tým se stará o prodej a podporu doplňků stravy a dalších produktů VITARu v obchodních řetězcích, drogeriích, čerpacích stanicích a na nezávislém trhu.",4921,https://www.vitar.cz/kariera/oddeleni/obchod-retail
vitar.cz,career,move_to_group_web,vitar-group.cz/kariera,Obchod - farmacie,"Obchod - farmacie | VITAR, s.r.o.","Farmaceutická obchodní divize se stará o prodej a podporu doplňků stravy a dalších produktů VITARu v lékárnách, kde působíme už od roku 1990. Seznamte se s naší činností!",4946,https://www.vitar.cz/kariera/oddeleni/obchod-farmacie
vitar.cz,marketing_club,rewrite_for_vitar_club,vitar.cz/vitar-klub,Pravidla soutěže „Vyhraj elektrické autíčko s Capri-Sun“,"Soutěž Capri-Sun | VITAR, s.r.o.",Pravidla soutěže o elektrické autíčko s Capri-Sonne.,8474,https://www.vitar.cz/soutez-capri-sun
vitar.cz,corporate_group,move_to_group_web,vitar-group.cz/,VITAR : Tradiční český výrobce vitaminových doplňků,"VITAR, s.r.o.: Vitaminy, minerální látky, doplňky stravy",Jsme tradiční český výrobce vitaminových doplňků s historií od roku 1990. Pomáháme lidem vést zdravější život prostřednictvím kvalitních doplňků stravy i řadou projektů.,6377,https://www.vitar.cz/
vitar.cz,commerce_support,keep_or_merge_on_shop,vitar.cz/ochrana-osobnich-udaju,,"Ochrana osobních údajů | VITAR, s.r.o.",Chráníme vaše osobní data podle platné legislativy.,2502,https://www.vitar.cz/ochrana-osobnich-udaju
vitar.cz,article_or_knowledge,audit_for_knowledge_base,vitar-group.cz/expertise,,"Pro zdraví | VITAR, s.r.o.",Vydejte se s námi na cestu za zdravějším životem! Pomáháme vám řadou různých projektů - stačí se podívat a přidat k nám.,4972,https://www.vitar.cz/pro-zdravi
vitar.cz,corporate_group,move_to_group_web,vitar-group.cz/o-nas/spolupracujeme,,"Spolupracujeme | VITAR, s.r.o.","Spolupracujeme s vysokými školami, chráněnými dílnami či charitativními projekty. Podívejte jakými.",4374,https://www.vitar.cz/o-nas/spolupracujeme
vitar.cz,corporate_group,move_to_group_web,vitar-group.cz/o-nas/doplnky-stravy-a-jejich-kontrola,,"Doplňky stravy a jejich kontrola | VITAR, s.r.o.","Jaké mechanismy fungují pro kontrolu doplňků stravy, jaké požadavky musí splňovat a kdo je vlastně kontroluje?",4181,https://www.vitar.cz/o-nas/doplnky-stravy-a-jejich-kontrola
vitar.cz,corporate_group,move_to_group_web,vitar-group.cz/o-nas/reference-a-zkusenosti,Reference a zkušenosti,"Reference a zkušenosti | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",9154,https://www.vitar.cz/o-nas/reference-a-zkusenosti
vitar.cz,marketing_club,rewrite_for_vitar_club,vitar.cz/vitar-klub,,"VITAR klub | VITAR, s.r.o.",Zajímáte se o své zdraví a máte pozitivní přístup ke zdravému životnímu stylu? Pak právě pro vás máme VITAR klub a spoustu benefitů. Staňte se jeho členy!,3283,https://www.vitar.cz/vitar-klub
vitar.cz,article_or_knowledge,audit_for_knowledge_base,vitar-group.cz/expertise,,"Pohár zdraví | VITAR, s.r.o.","Představujeme vám seriál plný pohybu pro celou rodinu, který čítá několik akcí po celé ČR. Udělejte něco pro sebe a zúčastněte i naší soutěže!",6559,https://www.vitar.cz/pro-zdravi/pohar-zdravi
vitar.cz,corporate_group,move_to_group_web,vitar-group.cz/o-nas/o-spolecnosti/pribeh-generalniho-reditele,Příběh generálního ředitele,"Příběh generálního ředitele | VITAR, s.r.o.",Seznamte se s generálním ředitelem VITARu a pokračovatelem rodinné tradice Vladimírem Poláškem jr.,8321,https://www.vitar.cz/o-nas/o-spolecnosti/pribeh-generalniho-reditele
vitar.cz,marketing_club,rewrite_for_vitar_club,vitar.cz/vitar-klub,Ochrana osobních údajů,"Ochrana osobních údajů | VITAR, s.r.o.",Vaše osobní data chráníme podle platné legislativy.,3544,https://www.vitar.cz/vitar-klub/ochrana-osobnich-udaju
vitar.cz,career,move_to_group_web,vitar-group.cz/kariera,Seřizovač,"Seřizovač | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",5089,https://www.vitar.cz/kariera/volna-mista/serizovac-vyrobnich-linek
vitar.cz,career,move_to_group_web,vitar-group.cz/kariera,Skladník/skladnice - dvousměnný provoz,"Skladník/skladnice - dvousměnný provoz | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",4361,https://www.vitar.cz/kariera/volna-mista/skladnik-skladnice
vitar.cz,article_or_knowledge,audit_for_knowledge_base,vitar-group.cz/expertise,,"30 minut pro zdraví | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",34914,https://www.vitar.cz/30-minut-pro-zdravi
vitar.cz,marketing_club,rewrite_for_vitar_club,vitar.cz/vitar-klub,,"Potvrzení členství | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",2628,https://www.vitar.cz/vitar-klub/potvrzeni-clenstvi
vitar.cz,career,move_to_group_web,vitar-group.cz/kariera,Specialista/ka nákupu,"Specialista/ka nákupu | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",3889,https://www.vitar.cz/kariera/volna-mista/specialista-ka-nakupu
vitar.cz,career,move_to_group_web,vitar-group.cz/kariera,Pracovník/pracovnice bufetu,"Pracovník/pracovnice bufetu | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",3391,https://www.vitar.cz/kariera/volna-mista/pracovnik-pracovnice-bufetu
vitar.cz,corporate_group,move_to_group_web,vitar-group.cz/o-nas/udrzitelnost,Udržitelnost,"Udržitelnost | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",2977,https://www.vitar.cz/o-nas/udrzitelnost
vitar.cz,corporate_group,move_to_group_web,vitar-group.cz/o-nas/whistleblowing,Whistleblowing,"Whistleblowing | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",8681,https://www.vitar.cz/o-nas/whistleblowing
vitar.cz,career,move_to_group_web,vitar-group.cz/kariera,Nabídka pro absolventy,"Nabídka pro absolventy | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",3816,https://www.vitar.cz/kariera/volna-mista/nabidka-pro-absolventy
vitar.cz,career,move_to_group_web,vitar-group.cz/kariera,Operátor/ka výroby,"Operátor/ka výroby | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",4816,https://www.vitar.cz/kariera/volna-mista/operator-ka-vyroby
vitar.cz,career,move_to_group_web,vitar-group.cz/kariera,GDPR informace - pro uchazeče o zaměstnání,"GDPR informace - pro uchazeče o zaměstnání | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",7971,https://www.vitar.cz/kariera/gdpr-informace-pro-uchazece-o-zamestnani
vitar.cz,career,move_to_group_web,vitar-group.cz/kariera,Průmyslový/á elektrikář/ka,"Průmyslový/á elektrikář/ka | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",4417,https://www.vitar.cz/kariera/volna-mista/prumyslovy-a-elektrikar-ka
vitar.cz,career,move_to_group_web,vitar-group.cz/kariera,Účetní,"Účetní | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",4292,https://www.vitar.cz/kariera/volna-mista/seniorni-ucetni
vitar.cz,career,move_to_group_web,vitar-group.cz/kariera,Hlavní technolog/technoložka,"Hlavní technolog/technoložka | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",4553,https://www.vitar.cz/kariera/volna-mista/hlavni-technolog-technolozka
vitar.cz,career,move_to_group_web,vitar-group.cz/kariera,E-commerce Development Lead pro nové Vitar.cz,"E-commerce Development Lead | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",10227,https://www.vitar.cz/kariera/volna-mista/e-commerce-development-lead
nasevitaminy.cz,category_or_listing,rebuild_on_vitar_cz,vitar.cz/produkty,Produkty,Produkty,"Dnešní běžná strava často nenabízí dostatečné množství životně důležitých látek typu vitaminů či minerálních látek, a to z důvody skladby jídelníčku i kvality některých konzumovaných potravin. Doplňky stravy nabízejí řešení v podobě jasně definovaného zdroje a množství daných látek prospěšných pro",2179,https://www.nasevitaminy.cz/produkty
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky,Značky,Značky,"Společnost VITAR, tradiční český výrobce vitaminových doplňků, vyrábí ve svém tišnovském závodě celou řadu produktů pro zdravější život. Nedaleko Brna tak vznikají vitaminy, minerální látky a další výrobky značek Maxi Vita, Revital, Energit, Vyprošťovák, Revitalon, Irbis, OvoCé nebo eMVe. VITAR je",1981,https://www.nasevitaminy.cz/znacky
nasevitaminy.cz,category_or_listing,rebuild_on_vitar_cz,vitar.cz/novinky,Novinky,Novinky,"Objevte nové produkty v naší nabídce. Nejenže neustále rozšiřujeme nabídku o nové produkty, ale naše vývojové oddělení také průběžně vylepšuje receptury oblíbených produktů, abychom vám mohli nabídnout jen to nejlepší. A tak zde vždy najdete hromadu novinek napříč naším bohatým portfoliem značek.",1662,https://www.nasevitaminy.cz/novinky
nasevitaminy.cz,category_or_listing,rebuild_on_vitar_cz,vitar.cz/darkova-baleni,Dárková balení,Dárková balení,,151,https://www.nasevitaminy.cz/darkova-baleni
nasevitaminy.cz,category_or_listing,rebuild_on_vitar_cz,vitar.cz/stick-packy,Vitaminové stick packy,Vitaminové stick packy,"Stick pack je moderní forma vitaminových doplňků. Sypkou směs v jednorázových sáčcích není třeba zapíjet a můžete ji mít kdekoli s sebou - vejde se i do kapsy. Nástup účinku je rychlý a obsahovat může vitaminy, minerální látky i rostlinné extrakty.",1155,https://www.nasevitaminy.cz/stick-packy
nasevitaminy.cz,category_or_listing,rebuild_on_vitar_cz,vitar.cz/dostupny-sortiment,Dostupný sortiment,Dostupný sortiment,"Zboží, které je aktuálně dostupné skladem.",1560,https://www.nasevitaminy.cz/dostupny-sortiment
nasevitaminy.cz,category_or_listing,rebuild_on_vitar_cz,vitar.cz/darkova-baleni/maxivita-vanocni-balicky,MaxiVita vánoční balíčky,MaxiVita vánoční balíčky,,71,https://www.nasevitaminy.cz/darkova-baleni/maxivita-vanocni-balicky
nasevitaminy.cz,category_or_listing,rebuild_on_vitar_cz,vitar.cz/homepage/doprucujeme,Dopručujeme,Doporučujeme přímo pro Vás,,907,https://www.nasevitaminy.cz/homepage/doprucujeme
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/maxivita,Maxi Vita,Oblíbené vitaminy z vašeho obchodu,Maxi Vita je česká značka široce dostupných vitaminových doplňků a jedničkou na trhu ve světě doplňků stravy nabízených v obchodních řetězcích a drogeriích. Maxi Vita je jednou z nejvýznamnějších značek společnosti VITAR.,2032,https://www.nasevitaminy.cz/znacky/maxivita
nasevitaminy.cz,category_or_listing,rebuild_on_vitar_cz,vitar.cz/homepage/nejprodavanejsi,Nejprodávanější,Nejprodávanější produkty,,1205,https://www.nasevitaminy.cz/homepage/nejprodavanejsi
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/revital,Revital,Tradiční značka vitaminů z lékárny,"Revital je tradiční česká značka kvalitních vitaminových doplňků úspěšných na náročném lékárenském trhu. Revital nabízí skvělou chuť, komplexní složení, silnou dávku účinných látek, jednotný moderní design a oblíbenou formu šumivých tablet. Právě s těmito doplňky VITAR v roce 1990 začínal a za sebou",1567,https://www.nasevitaminy.cz/znacky/revital
nasevitaminy.cz,category_or_listing,rebuild_on_vitar_cz,vitar.cz/darkova-baleni/vitar-eko-balicky,Vitar EKO balíčky,Vitar EKO balíčky,,71,https://www.nasevitaminy.cz/darkova-baleni/vitar-eko-balicky
nasevitaminy.cz,category_or_listing,move_to_veterina_shop,dedicated VITAR Veterina e-shop / domain TBD,Vitar Veterinae balíčky,Vitar Veterinae balíčky,,71,https://www.nasevitaminy.cz/darkova-baleni/vitar-veterinae-balicky
